 i'm other you will love tonight's;love
 don't long and there's good sweet;fun
 and guess followed and she followed;love
 it's still being retarded for;neutral
 cant say but did some learning;neutral
 it's not awful but think everyone hates the sound their voice when they hear played know;fun
 don't think i'll ever have one those again;sadness
 love you would the happiest year old girl alive you replied;love
 long you're not going melt has umbrella set keep him dry when;relief
 you're was honestly going crazy have great night well;love
 when first got pictures wouldn't but they just takes;worry
 how were the crazy see them when they were london;surprise
 did you find spot your wink;enthusiasm
 they were mine had ones without fingers;happiness
 girls make twisted all time;happiness
 hope its good day despite the revising;neutral
 i'm going like shows this broke now though;fun
 your little getting from;happiness
 for the funny web portal;neutral
 thanks i'm holding light how are;happiness
 never from funny first will check our;sadness
 day may but party this sat come you;happiness
 never call anymore been good might his show;fun
 anytime that's what here for;happiness
 thanks for the recommendation;happiness
 too already finished the chapter and posted;neutral
 have mark find have;happiness
 girl i'm only too young for but where does downtown graduate;happiness
 you are super hot your show;worry
 however can't sell until i'm full brick soon though hopefully;worry
 back our its jensen;happiness
 happy hope you have great;happiness
 made the mistake avoiding the latest think image the series tainted upon ruined;worry
 cant wait till may better stop and hang out;enthusiasm
 blow tire you're going have send some;neutral
 tap your last season shoes honey;neutral
 how about give golf sing your student taking live;worry
 great subject for this now can use;surprise
 i'm not trying get more i'm trying get;hate
 glad you had good;surprise
 thanks for your tips still use but thanks advance;neutral
 was gonna buy myself something pretty;neutral
 has the easier route than;surprise
 i'm here here for;love
 out all the fun;worry
 and never have wait until monday now;worry
 was the whole time did ton things would believe but wouldn't listen let prove;worry
 shouldn't comin' the should comin';love
 that looks boring and even more boring you have;boredom
 fake playing during one the;surprise
 good for you sadly get tonight driving bad times;sadness
 remember being there the days;worry
 thanks for direct message before you bed james you know you want;happiness
 thanks for another great i'm going sleep i'll chat with you sweet;happiness
 doesn't look like you're tired the don't work too;worry
 was sad the guys from band quit the band and they replaced him;sadness
 until had home the presentation ended;relief
 know the good morning;neutral
 only got two here;neutral
 got coupons chicken but i'll probably end getting this salad healthy;fun
 nope not yet within working days from should before weeks it'll before hope;neutral
 don't know why can only find miss matched socks during where they all;worry
 maybe it's the tooth takes 'em keep all the teeth safe;happiness
 are good for aches though try fennel tea obviously try;neutral
 massive beer told you don't you trust;surprise
 yes because those taxes disguise the booking fees and commissions that travel try next time;neutral
 have exemption we're apparently trying ensure the rest the world doesn't;happiness
 sounds like challenge then can see would useful able explicitly schedule;neutral
 umm most def should have fun houston day together and then hopefully it'll turn into houston;fun
 you ever need some help with the let know;neutral
 andy crazy has found;relief
 thanks for the wish were out plan open when the economy;happiness
 glad you got laugh out;relief
 good morning one day;happiness
 just remember how was after car accident;worry
 poor baby you need some nope sorry hints;sadness
 was off one really wanted some cooking books not;anger
 and the other half the are enjoying what the wonderful sunday afternoon has offer;love
 damn got suppose took long reply;surprise
 happy day for the only the;surprise
 was busy and didn't see this;worry
 please pass our happy mothers day have fun with your girls;love
 for something for hangover please our;sadness
 desperately wanna but have;worry
 you should come chile and your band why everything happens far away from we're losing good live;worry
 the wedding was amazing and i'm not gonna can't wait see the;fun
 hope its along time;enthusiasm
 had son when was now twins there are worse parents out there that are;worry
 got much bath still straight get clothes ready;neutral
 you are not having favorite drink without;fun
 wish you were playing;neutral
 class will will see the both you after;neutral
 does sound like voice yelling;anger
 while stuck grove village working all day someone should enjoy;enthusiasm
 actually won't will accompanied and make the day after busy month;neutral
 blame you for 1/2 price fridays replacing free book they don't want you doing;worry
 y'all say trust you that one;neutral
 got out doing the gardening something for which pleased;sadness
 hope the presentation went well campus tomorrow i'll around from lunch time onwards;worry
 wish could deliver but state law prohibits;neutral
 don't even remember what's;surprise
 she you were quiet after the recovering your marathon;fun
 well hope she gets better;worry
 not good hope you get through all with smile;worry
 was the the that did you in. himself rescuing you from;empty
 true sad i'm glad you'll with support group;love
 rare treat we're rarely and 'em that but may make opening bell the farmers new;relief
 maybe somebody needs new;surprise
 love and can't decide which love trumps;happiness
 she's wanting sun but apparently isn't cooperating;neutral
 morning sounds like hard work;worry
 i'm stuck with shoot now;worry
 know i'll grin and bear;happiness
 may have narrowed the location down the hoping it's there;worry
 for you're journalism it's perfect;happiness
 jess just posted some the board should check them;fun
 haven't laughed that much awhile;happiness
 i'll leave this town really hope could see you next time;neutral
 would more fun date then;neutral
 may see the sun come all bits are sore today but life still grand tomorrow new sleep;worry
 dead father had velvet elvis said would get when don't threaten old;neutral
 when alpha coming was the feature wanted request;neutral
 good hope you have great week;enthusiasm
 live small and now live where but back;surprise
 hey they have that but these never bothered;relief
 congratulations lovely japanese children happy;fun
 dubbed must add third angel drink post;surprise
 need work the lips i'm going change name angelina but it's sad though about the;sadness
 left comment your post;neutral
 there's nothing good tonight;hate
 get your ass for birthday;love
 gets i'm here until 10:30;sadness
 i'm just starting feel really panicky and anxious that something bad has happened seems like it's been ages;worry
 it's not bad you don't are like better than vista vista reborn;empty
 turn them you can still 100%;enthusiasm
 hope everything can burr fix;worry
 showing your french things good over lovely should outside how's;neutral
 and were kicked out;relief
 was just thinking the same love our morning totally need live full;sadness
 was sitting outside from 2-4 and then came for bit was out while ago but cutting the grass now;surprise
 yeah well deadline that's architecture for that coffee sounds like good idea;happiness
 don't sorry you can race for charity just for this one for;fun
 worry able squeeze soon hope you have good day;relief
 thanks there's men's version it's very;surprise
 having revise was some more guess and some not played week;happiness
 sounds still like fridays although means for that have work;sadness
 such lovely thing for say are doing any;happiness
 didn't know hope you're well;surprise
 crazy and still adorable;fun
 pain went down little bit from laughing hard which was good and nice for;happiness
 poor you get outside and sleep the the sun will you but don't forget;neutral
 you are addicted half friend are yours;neutral
 for sure only just signed after months trying;surprise
 have great sunday wit the kids and mickey;love
 you have someone the inside are you being again;surprise
 nice the jet ski hope the book going for adding got after watching the gadget show;happiness
 what rotten life you;neutral
 what brings you our fair island;love
 but keep them coming;enthusiasm
 damn missed the live guess will have wait till available through;sadness
 cant this life not for;sadness
 welcome aboard the fans are gonna here;fun
 that's favorite album all time;happiness
 taking tease lessons from the fair we'll wait patiently;surprise
 yes just acquired master arts christian journey completed;happiness
 friends and went and watched movies and ate chocolate chip one was;fun
 you cat clean hope;happiness
 you're jealous right miss living;worry
 man have logical reasoning had study order tutor new;worry
 pups would will saving lives saturday night although know missing;worry
 since part your job predicting what will happen the golf what are you going;neutral
 are they your manual follower management love the;worry
 say cheese for the throw some western mass gang signs cool;neutral
 the crazy part was for but reasons include full schedule travelling with his cool;sadness
 you haven't drawn yet;love
 would think you'd want follow;surprise
 but but it's bay love didn't know you felt that way about;love
 you'll get the hang i've sent you;neutral
 well the side thirty;sadness
 you star reviews least until the talk like canadian incident;neutral
 you said you and dad left around the morning woke empty house pretty;love
 started with minutes that was year;neutral
 hey still asleep and son better feed him soon;worry
 you remember the grenades will off again soon you've tidied the house;neutral
 get try out new let's have dinner when you get;happiness
 called the and someone else called said but we're gonna picnic anyway;worry
 your hope you're not another lying the sun;empty
 planted the garden last got check;fun
 disgusted well and spelling lessons it's effort and team love you;sadness
 its but its kind curse them night feel like making music afterwards;worry
 want for but also miss and the bloody its not fair;sadness
 have the exact same except it's hubby very;love
 have close eyes when watch;worry
 good thank you been working lots what about;happiness
 hope well guys still here;worry
 good morning chairman the its living;neutral
 it's not should make you proud;relief
 hope really need we'll unfortunately drama always finds;worry
 went last gotta friend's party tonight can never win;neutral
 jess invited just not feel really right now;sadness
 well donkey has his own for;happiness
 poor try make the drive eat something great show tonight wish could live too far;worry
 guess you are not interested;sadness
 jay i'm sad its your last night the show its last night watching too can't watch conan see you;worry
 good luck tonight the big finale;neutral
 i'll glad help any way can;worry
 i'm sorry i'll hope for good;worry
 it's friday night and i'm missing his it's just not friday night;worry
 not really need deposit and save some money;neutral
 missed your fell asleep out colorado sunrise was enjoyable actually could hear;neutral
 mean with then crash her just ignore her;sadness
 just say two but please continue with the it's great;love
 and yes but think will think have work the;worry
 don't know how use this;worry
 i'm straining hear but it's very hard from all the way over;worry
 can't change your profile neither;sadness
 just call when finish;neutral
 radio thing for one the many forums;neutral
 going you want background you already know you need;happiness
 didn't know this was i'm for;sadness
 showed fluid decreasing slightly look like getting out this bed anytime soon got follow next week;worry
 you would that that's nobody ever comes visit god damn lake and how far from;love
 get about the same reaction when mention new goal now that marathon;neutral
 miss can't wait see her bad grown;sadness
 try pretty hard engage everyone some them lack interesting shit say they end;sadness
 dad and moving and now done talking and has left alone;hate
 thank enjoy your work;worry
 those put one them;neutral
 separate and sides the room with short we're thinking need them extend the ceiling;happiness
 can never watch any them;worry
 lucky wanna see pity;fun
 when he's wasn't there;sadness
 that would sign that you've been the sites ain't cool;neutral
 i'm drink cheat day for;happiness
 that's what more the few bad eggs but they will soon;relief
 should have caught you damn;neutral
 same also trying get house ready can't believe how much crap own;worry
 its not mothers day the west;neutral
 far from minutes and they have;surprise
 feel your once lived apt for where the previous tenant had burning lungs;sadness
 but usually have cooler parts than and wouldn't say that tenor parts are too;neutral
 i'm just jealous didn't think first;sadness
 totally but she always seems even before the cheating thing;neutral
 and science were the strongest for bout only did like day study for 1/2 year;hate
 still waiting for from consider bad;worry
 though was cold that would turns out it's sinus infection that just keeps getting worse and worse the;worry
 thank you are first follower;surprise
 i'd need wait for formal invitation speak from;worry
 say the same about when you are ready nothing else matters well known song tells;worry
 it's not available public market but will looking i'm sunburnt arms are boo;sadness
 i'm wish could join it's cold right;worry
 well the the the bloody;love
 sorry missed that post i'll make sure next;worry
 also really exciting skyscrapers good;relief
 lucky all we've had rain the city today;happiness
 that would feat for husband's out clocking some miles for;enthusiasm
 feel awful after last;neutral
 was going say let's;neutral
 would love see the sun has been raining here for days;sadness
 great and thanks for;relief
 plus you guys have which miss from living;worry
 they're least you are even that's not;worry
 know it's but back the auto industry didn't understand that would change our lives;worry
 should call school and tell them you have swine flu can have the day off;neutral
 was put our just little like got with okay was;happiness
 before contemplate that any i'm gonna ahead and take that;worry
 sounds good taylor tour together just pure;fun
 you should spray yourself with the non smelling that high heaven;neutral
 bless hope the phones;worry
 that happened dog one hope gets better;worry
 today was first day;surprise
 did sales training for couple the they paid bills for;relief
 keep you in. out you have the odd nugget;happiness
 that would most welcome;enthusiasm
 done some book nice people enjoy the;happiness
 decent australian guys are hard you're better off with american one;worry
 they're getting back together for one more;neutral
 precisely what was thinking;worry
 used done few different jobs currently court officer;surprise
 gets down like night and about the day;neutral
 yeah it's always something interesting going;happiness
 course about eat more;worry
 because monday end cannot escape wish you have good week;love
 forward starting teaching new students all about will have plenty laughs i'm sure;happiness
 have wacky series link records for automatically i'm how you;empty
 joe just put new bulb spotlight;neutral
 good hear that allah;neutral
 yeah looked different but he's want watch the;love
 you too busy properly for while hopefully i'll stay ahead doing task;worry
 nothing like alone time with your device;neutral
 highly doubt have buyer's wanted that car for;happiness
 but have you got and link;neutral
 has ever replied haven't got;neutral
 look forward for frequent;fun
 keep the faith it'll over soon;worry
 phone still just come over;neutral
 until parents got all and started;worry
 sadly i'll going the really want but one wants drive there;worry
 happy mother's day your mom;love
 don't worry you will have distract you the flight;happiness
 sorry hear about your that really;worry
 you were why didn't you tell that's cool have yet see;surprise
 just found out was star wars day love you;worry
 thanks decided just give old and with this won;sadness
 loves some jeff and enjoy but that was kinda each his;love
 but that such you couldn't get your book;sadness
 indeed graduating just finals stand between and for america and law school;relief
 has just voted for hope you;happiness
 have class that some weird half day thing just cause wanna see what it's about;worry
 totally digging the valley can deal with wine and ride;fun
 good luck loved your character the bring win movie;sadness
 like 9th grade was its out;worry
 i'm new york for;surprise
 love when you host money for breakfast lee you the amazing and pretty and sexy lee;love
 having and just missing you beauty;sadness
 that definitely easier way saying yes;neutral
 can just tell jay said good night asking;neutral
 hope all well just thinking you and wishing you the lots love from over here new;love
 dinner shower now time chill with block chocolate;neutral
 what are your plans for today should say then;neutral
 that's accept the slave your wish;love
 it's best check while when it's can't really see anything;sadness
 nails aren't long enough yet ask the;worry
 still need see that movie all about vampires;neutral
 why are they drumming;surprise
 you and your mother have awesome hair wish her happy mother's;happiness
 she looks little like i'd get ecstatic and when meet;love
 well let's blessed together then feel but would sick again though little was;worry
 sometimes usually willingly don't know about the valley event;worry
 not sure can make;worry
 how tough was just wanted hug her like own;sadness
 don't know can bear watch bit hard take seeing the state she gets herself into;worry
 haven't heard greg before i'm scared i've heard he's rather;worry
 was happy see something for the that flight the back;happiness
 thought was rubbish twins are cute;happiness
 would like sitting with;sadness
 never seen him before he's bloody awesome think george won last year however could bad for him;love
 think the parent trap high school;neutral
 show some discretion occasionally;neutral
 i'm out town next week we'll have party when get happy early;happiness
 have super amazing i'm going;love
 today has been good for until like;happiness
 what can you say about pretty pretty much everything right now;hate
 just checked the diary and clashes with beers;worry
 thanks for the voted send that out;enthusiasm
 should automatic that fall someone that person does like but the way;sadness
 such and the for;neutral
 yeah your twisted mind wait that's mine;neutral
 hey sorry this leave min;worry
 sad that schools have;sadness
 kinda got over the whole barry;neutral
 i'm with that one;worry
 know how you feel with and missing him and won't see him until;worry
 dad does but don't have;worry
 feel bad when hear they look like mid it's like something see lifetime;neutral
 just read your love very clever and i'm all about;happiness
 that person and click the green arrow then you'll see;neutral
 can't believe you're coming near but place that can't get love;love
 you fancy pit stop and you know where;fun
 gonna have find think took any but gonna find;worry
 why are you mean pedro supposed the mean one;sadness
 little cock but she well deserve the stick off once again going against producer;anger
 want see that movie don't tell;worry
 girl blunt thoughts right had day with few home;neutral
 had chicken pizza last wasn't deep dish glad hear you had fun;happiness
 i'm going disappointed that miss this but you;love
 would virtual high five make any;happiness
 nothing says hot date night than watching dora with hubs work;worry
 new new only day old ordered after random;happiness
 expected warm usual and now i'm stuck wearing sun dress cold day;neutral
 that's very pretty i'm sure she'll love;love
 like but class extended today and i'm starving;empty
 think that might wonder can get you know sorry;fun
 late reply have just always have logged onto work account and forget check personal;neutral
 it's like bucks for shots what kind camera you;neutral
 three most hated words are see you;sadness
 out you will wish boys would;worry
 have fun without going;sadness
 honestly not every time they try push that guy gets injured;worry
 try you tell everyone who goes montreal check even people who live there;neutral
 love such shame they don't make the film for anymore;worry
 maybe not just with very little sense;worry
 really miss you right now;sadness
 your understanding would require taking paragraph out but lead out;worry
 i'm mobile web and won't let looks awesome one reads;sadness
 above garden the gods parents work for the division wildlife get private land;neutral
 take you're not fan;hate
 was fun and doug had was magical;happiness
 you're going back east coast haven't even;worry
 she's new new and paid and now she'll get almost;surprise
 the same thing anybody covering don't like people messing with perfect;fun
 that and being careless with her;worry
 love this one and doesn't really matter;love
 sorry didn't mean shouldn't have you are already having hard day love;sadness
 that's hope i'll study with too and we'll live will see;happiness
 took awhile get accustomed now back apple apple down still home and;happiness
 perhaps that's because don't find life fabulous;worry
 most they are having hard i'm young never saw but hard making cars now i'm disabled;sadness
 hope you have good one;enthusiasm
 tried changing but doctor awesome other than just medical assistant;empty
 get some give one too;neutral
 can you talk hubby and convince him that that's great present for;worry
 never miss son has huge crush miranda;happiness
 thank you i've had anxiety issues for years think can make through the first couple days then will;worry
 get bit ticks all the time eat ton garlic the summer keep them and mosquitoes boo;worry
 man hope you guys weren't shaken too;worry
 i'm hoping these pills will i'm gonna nuts;worry
 can't understand why they have know it's all about but this thing called;surprise
 you what have you been;sadness
 fuck you don't look you have;worry
 didn't say met the just bunch;happiness
 here's more appropriate everything your last days don't paint good picture;worry
 i'm right there with you girl;surprise
 yea think waited should have signed for more but i'm already done with core classes;happiness
 san fran love there;happiness
 that was the thank god for terry was laughing miss him remember racing trucks with him that;love
 you gonna few weeks;fun
 just drove past your hotel wish was i'm thinking trip for real white;happiness
 soon they're adding you won't have type all out;neutral
 proper would have agree with you;love
 would put once off work;neutral
 don't have any from you;worry
 dreams make want them swear this shit gets help;worry
 not interview much was private chat;neutral
 did watch the day the earth stood did not see bye when got sad left and now gone;sadness
 said look out for you but was;worry
 yeah know been with for over now;sadness
 son back school today feeling much wasn't too didn't stop;relief
 have restricted driving and didn't even stupid double standards;hate
 know fuck really wanted but have some damn;hate
 have one promise not fact;worry
 hmm announcing your summer shifts think i've got;fun
 i've been fan yours for years and you have been such inspiration you're truly idol best wishes you;love
 have fun have drink for only was come there just see;love
 put you please not the end the year;worry
 you guys gonna tour with short stack missed your last tour friend went and said was;sadness
 like the sound that;love
 you find someone give you massage wish could but half world away;neutral
 miss eating with you;love
 about your job have you thought about working for there's big money paid;sadness
 mama the boys sweating her hard;fun
 but that girl but;neutral
 like the most person right now because you are not;sadness
 did you get them from they have the want them but have;fun
 sorry hope you fell better watch film;worry
 and see don't want there alone;worry
 our whole just consists miss you and love gotta love;love
 love that remember seeing him great america such great memory;love
 jess hope the person;worry
 well better and get ready for work have fun tonight;happiness
 think one them are little;fun
 have good steal back and give cousin those feel bad;worry
 seeing this guy after asked;empty
 you suck why don't still golf;sadness
 said was here the main station doesn't even;surprise
 sounds very important totally;empty
 its they couldn't recover anything though;happiness
 some family just came back from staying much better now thanks jay;worry
 same bad i'm programmer only this company;worry
 martin his fixed our ski like million times;worry
 know enjoy watching you two about entertaining the that miss;fun
 should have grabbed some the way work;neutral
 was able create but can longer redeem the allen note said got canceled;sadness
 can't get load for;worry
 have all your each stuff your music that's why love with;love
 didn't see last but watch that's;sadness
 never sent but that miss;sadness
 hey good morning last night;enthusiasm
 hoping you have some hoping your monday isn't too rough today;enthusiasm
 impressive best wishes hope it's nothing serious;worry
 when you put that doesn't make much does;sadness
 all deserved i'm miss the games;neutral
 i'm good just bored work;sadness
 might not are you still allowed eat sugar throughout the;neutral
 we'll test that theory with right arm got i'll humming new tunes for while;fun
 need horror not enough weird horror;sadness
 fortune think you really exotic hope all;fun
 adam lambert must win american;love
 was pawing thru saw you;neutral
 saw not only insane but this glad don't have;neutral
 keeps like this i'm soon not going have anything blow the liquids;worry
 sounds great wish had the buy;neutral
 south philly square closer two;neutral
 that smile the one your that permanent;happiness
 why why did pick the figured needed longshot and they were better bet than;hate
 having hard time using have heard anyone having problems that uses windows;worry
 you can use for;worry
 i've been sat the bombed out church all day and left and missed you;sadness
 i'll have have you guys over once have;neutral
 hey man congratulations the man world wide popular philippines;love
 saw you with your you must now finally going;relief
 you were really funny tonight;fun
 you are the man with too bad i'm far;sadness
 rather find out from experience where are the;neutral
 was there spirit glad went well;relief
 just wanted let you that just heard don't give the radio;neutral
 let know how that turns;enthusiasm
 too kind jim too kind brother;neutral
 last reply scholar security said was created for and everybody hated;worry
 don't she never answered;worry
 and that's where everything becomes difficult and break not easy problem;worry
 you can have the sun all especially for pale can't stop and blame;worry
 have been failing cooking lately how cook for less than need practice flour;sadness
 that's where watch all movies;happiness
 didn't know you came home you when are you going;surprise
 follow you like hear interesting stories;neutral
 didn't include that getaway;sadness
 think wish could give him tear some blood make him feel better;sadness
 have interview things are turning around and are rare;happiness
 was front the other day waved and off;neutral
 drive safe give some pit stop where you are;neutral
 unfortunately i'm not someone's squatting that;sadness
 that's not think you should take can't help i'm food this;worry
 what waste money then;surprise
 you can turn the bird sounds off you like check out settings from your home page;neutral
 theory but the reality beyond also made the same planning not knowing will;relief
 not had offer like that for while;love
 you should add your;neutral
 thanks for the following and;relief
 you are very naughty woman have;worry
 crossing fingers for hey you'll side;fun
 will have wait the recipe simply;sadness
 but could barely was probably thinking the say sorry him for;worry
 there when i'm not;surprise
 sorry glad took care for some fun there's bug you;relief
 come your make-up like this next time out;love
 couldn't eat all finish them for;worry
 found had great time;happiness
 time for seek out some coffee for own love affair sweet been;love
 i'm having lunch already late;worry
 that little with that happen that old this will help fix;neutral
 find something they'll it's easy get good gift with lot money nowhere near personal though;relief
 couldn't get sleep last night gave and pulled how are;surprise
 and i'm not getting another one there's only;sadness
 don't even want know you know about but don't we'd miss you;worry
 hear we've missed many films due insufficient dark star;worry
 going bed for real this have good day;relief
 well tonight would good time;worry
 course pray for her thank send warm regards;surprise
 where have you been haven't really been out been like keep;sadness
 which because thought somewhere said;sadness
 greetings just wanted say waking your pleasant personality face the a.m. angel;surprise
 but strict feel like cheat for one day throw everything;sadness
 excited see you lets see again;happiness
 i've had for while just and start work there again very excited;happiness
 you are wouldn't without thanks for your share;happiness
 yeah was like yeah that's but then she said;fun
 tell everyone say hello;neutral
 mine was wet but good;happiness
 that was pretty awesome both our but person behind you said hello and left before recognized him;neutral
 thanks wait for her;happiness
 hope our wishes come true;happiness
 thank you you like please leave comment and chicago another great thanks for your;happiness
 they don't have bank holidays okay keep;worry
 was under the impression most people have the urge buy new sofas we're not have man for that;neutral
 there was definitely pillow;neutral
 have nice time and i'll see you when you get back;fun
 i'm there all expecting way too hot;enthusiasm
 hey what's just made school;boredom
 what earth happened sure his fans;worry
 isn't that hope you saw the crosby shirt picked and wore;happiness
 good hope you find some new music;neutral
 price drop would nice want another one for;fun
 looks like they dialed attention all the small but important details blood;sadness
 became ibm master really enjoyed your particularly with the tag;happiness
 keep informed bout that checked its nice;love
 what about the like and i'm such;worry
 never bout your whom down let's chill this week;love
 august with they're not headlining though and yes there show;relief
 following them you're creating little flock;neutral
 for crust tend little weird when super bored;fun
 i'm okay job yet but i'll keep going until get are you actually following yet;happiness
 it's depressing i'm stuck inside all day;sadness
 maybe missed chance this time;worry
 long you're back for;neutral
 that everyone makes have feeling that people can forgive you;worry
 great song even can't understand;happiness
 how long did take you learn the song;neutral
 applaud you for accepting gay have that are born again that hate for;sadness
 people from england can watch this one;love
 please give shout out ron griffin show he's the really out;love
 wish could there enjoy your;happiness
 shoot other with though probably the more humane penalty for items item line;worry
 you think florida's heat will too will reluctantly take your place;neutral
 last night was thanks for all the hard work you put into off get some coffee;happiness
 slept through the i'm gonna try best watch tomorrow hope play;worry
 that it's their being nice them also far have not been turned down;neutral
 think it'll more like casual attendance instead there might not another issue;happiness
 but wanna finish first;neutral
 here i'm staying with you and you're not talking;surprise
 you'd have him sweating and;love
 you should some stuff from the;neutral
 all your again damn that time about your supporters the;surprise
 sister and are suppose meeting you today please;worry
 can't believe how the performance the screamed;neutral
 just wondering you are going put one too many hope you the only yours don't;neutral
 when you get your grill taken care this morning how about quick shot the don't ask just;worry
 you there spirit the really like the;love
 got shot the hospital taking and moving very;neutral
 mom teacher burbank we're always like right wanna the;worry
 going try now and report the results;neutral
 that's i've been meaning take looks you could just get pool there;neutral
 thank almost forgot type the keyboard how long was from;worry
 i've organised day indulgence luxury for pamper day fingers crossed she likes the;neutral
 hope it's something relatively minor and easy can't stand when the get;worry
 no. i'll think good;worry
 not sure what points will get you;neutral
 good may the fourth with you too;neutral
 thought was off until next think have another week his please tell with have another week;worry
 now comedy central have all morning till guess there goes morning;love
 have completely new chinese lessons please feel free watch and enjoy;happiness
 thank you i'm still about half what;love
 she should keep her crown and shut her then she'll know what;hate
 the writing working keep warm awe the always good luck;fun
 john passed stranded without warren tea out;neutral
 any gear you don't use anymore and want throw;neutral
 arrest her anything ending that can done;enthusiasm
 rhymes just name few;worry
 your humor makes happy;happiness
 huge hope day home sick and its kinda less than;love
 awesome think are would write back something crossing fingers;worry
 you can think cop outs;worry
 that just totally made which made day;happiness
 maybe she's funny like;happiness
 really the sweetest person thanks for making everyone's dreams come dream for back;love
 what about name there you've got lots;enthusiasm
 what does love take your;enthusiasm
 you are one favorite please keep the great work john;anger
 you know believe half what they say;hate
 think it's funny that about people think you're about being the john;fun
 i've missed one this it's the forbidden all the trees the garden munch disappointment that;sadness
 think all need oil change wash and wax every now and again;neutral
 one from also taken;worry
 want was awesome and but unfortunately it's only for;worry
 very hope you have wonderfully relaxing;love
 love and they've worked with sorry didn't work out for;worry
 hate have wait one week see here still coming;sadness
 now let but don't have one myself the;neutral
 glad you agree follow not policy;happiness
 had someone tell tonight there are only states and;surprise
 one told the mutual admiration society was meeting this;fun
 i'm glad you where would with out;love
 love too happy day your mom john taylor much love too;love
 you're it's been wonderful day how about outta trouble should ready crash;happiness
 wish you guys would come hot topic near;hate
 john like best show the;neutral
 thanks for sharing that it's true;relief
 back few will make something;enthusiasm
 bed need your beauty sleep;worry
 4:30 friday and you've already got out the fine want want want still;love
 morning yes however have diary clash and sadly can't;sadness
 also thanks for coming and playing the party the are good;fun
 i'll let you off but you'd better there for next;love
 definitely actually ahead already have sun tan and was out the beach;love
 really trust the judgements and think about becoming friend yours;fun
 not big user though;sadness
 being your room makes;sadness
 i'm minute and want the used car salesman doing the related the;hate
 was only gone for minutes and you're already showing without;surprise
 need you pam said were going get meet you last;worry
 but opera and not;hate
 will bring you cases mountain dew you give see;fun
 thank god bless going out;happiness
 it's month end i'm here till;empty
 liked did you record you have very soothing;love
 trying best make own luck;happiness
 still looking filled out quite few applications last week and once get home i'll;enthusiasm
 perhaps all those background;neutral
 have work was suppose hang out with friend watch can still hang out but;surprise
 i'm only just joined few days;neutral
 cousin jail for and drugs she upset please help feel better;worry
 brazil miss you 24th the perfect day off;worry
 wait wait see the concert experience live the the was the trailer the cinema;fun
 come you shouldn't promote here it's kinda for;worry
 friends mine just meet you can't wait until turn;fun
 can't wait actually hear what he's playing love you nick;surprise
 you're you much you are inspiration;happiness
 love you guys you're the best;love
 but brown snake bit duck named elvis anyway elvis and;fun
 can't its most going;happiness
 choose one love all the songs read;love
 like all the songs can't say just one love;love
 absolutely it's the man;happiness
 was the best you any questions;surprise
 just saw the loved all the sad there had wake early and started;sadness
 love much want you call;love
 movie out today but cant see;sadness
 its rude for make love 'em;love
 favorite song standing here but you see give all for that know what its called;love
 nice nick love marjorie;love
 loved was good laugh and frankie did great and you guys did too;happiness
 please say happy birthday birthday was;happiness
 was the only thing wanted for please say happy birthday;worry
 that sounds like lots;fun
 the episode was cried when saw the home they were cute;love
 that's cool love your new show;love
 you guys didn't say answer questions yesterday but nice;neutral
 only got and gotta hope lasts all weekend only got might bring that see;sadness
 loved you guys are;love
 now with that message just wanna leave;happiness
 glad hear it's good bank holiday weather down there;neutral
 does the game neil strauss those guys seemed lots persuading;neutral
 really have had fair share and can hang;neutral
 still direct message for what the hell complaining don't answer ask;sadness
 today mother forgot work have end you for remind;relief
 happy mother's day your;love
 happy mother's day your;love
 wish was back miss;sadness
 right there why all you give your hug much love;love
 thanks that's very know how make the ladies feel special;relief
 such hope your mom has wonderful mother's day too;happiness
 thanks old told was sleep while they all clean the best mom's day present;relief
 can't believe how the performance the screamed;happiness
 can't believe how the performance the screamed;happiness
 tried stay really can't wait till will much easier;sadness
 going was hoping hear late humor from;sadness
 good sorry that you were stuck the airport for;worry
 happy mother's day hope she has wonderful;worry
 there finished cleaning your shouldn't stay too long will get all wrinkled kidding;fun
 hey happy hear from you again the today show was;happiness
 better person had send feel like mouse from the american over;neutral
 fish are getting attention i'm i'm;fun
 feel for you hope it's smooth from;relief
 wish was just moved from san diego and i'm very miss sunny san;sadness
 really that you give answer until now;worry
 poor feel for you eat some make you feel some ice cream;worry
 great hear from again the wait see the with the sign;happiness
 need date really wanna its may;worry
 how long have you been the can you smoke inside bar would security;neutral
 sorry hear flight got cancelled that;worry
 thank can't wait set sail with next week;love
 thank you that's very;love
 thank you the proud old and old;love
 thanks much your mom that sweet you think all;worry
 understands you it's long the hour;sadness
 welcome i'm stuck jury duty;sadness
 wish you were your way girls are missing;worry
 without feel lost hit with something;sadness
 you chicken soup i'll;happiness
 will add should hard really keep track 500;worry
 you can vote every i'm page;worry
 its just not and going out;worry
 gutted miss the one night try leave early friends were tired;worry
 tried edit the page but couldn't add name can you pop the list;worry
 glad hear though missing watching outside the day;sadness
 have been sick for like days;sadness
 perhaps she will start including all her now you didn't write;worry
 remember the don't remember the;neutral
 the problem that i'm not finished with but have logged mass hours this week and not being;worry
 miss you when future kill shows;worry
 hope you'll able join for future editions;worry
 did find weird think gave recommendation all sorted can vote for pot too want;enthusiasm
 it's like bribed you for follow back;fun
 love the stuff you should help this guy with his and shop it's kinda;neutral
